"ID","PARENT_ID","URI","FILE_PATH","NAME","METHOD","STATUS","SIZE","TYPE","EXT","LAST_MODIFIED","EXTENSION_MISMATCH","HASH","FORMAT_COUNT","PUID","MIME_TYPE","FORMAT_NAME","FORMAT_VERSION"
"79","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0053.bmp","","1515.0053.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:18","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"80","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0054.bmp","","1515.0054.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:18","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"81","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0055.bmp","","1515.0055.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:18","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"82","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0056.bmp","","1515.0056.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:18","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"83","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0057.bmp","","1515.0057.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:18","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"84","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0058.bmp","","1515.0058.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:18","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"85","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0059.bmp","","1515.0059.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:18","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"86","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0060.bmp","","1515.0060.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:18","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"87","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0061.bmp","","1515.0061.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:18","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"88","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0062.bmp","","1515.0062.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:18","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"89","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0063.bmp","","1515.0063.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:18","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"90","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0064.bmp","","1515.0064.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:18","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"91","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0065.bmp","","1515.0065.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:18","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"92","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0066.bmp","","1515.0066.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:18","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"93","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0067.bmp","","1515.0067.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:18","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"94","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0068.bmp","","1515.0068.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:18","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"95","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0069.bmp","","1515.0069.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:18","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"96","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0070.bmp","","1515.0070.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:18","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"98","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0071.bmp","","1515.0071.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:18","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"99","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0072.bmp","","1515.0072.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:18","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"100","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0073.bmp","","1515.0073.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:18","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"101","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0074.bmp","","1515.0074.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:18","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"102","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0075.bmp","","1515.0075.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:18","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"103","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0076.bmp","","1515.0076.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:18","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"104","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0077.bmp","","1515.0077.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:18","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"105","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0078.bmp","","1515.0078.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:18","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"106","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0079.bmp","","1515.0079.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:18","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"107","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0080.bmp","","1515.0080.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:18","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"108","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0081.bmp","","1515.0081.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:18","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"109","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0082.bmp","","1515.0082.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:18","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"110","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0083.bmp","","1515.0083.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:18","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"111","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0084.bmp","","1515.0084.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:18","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"112","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0085.bmp","","1515.0085.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:18","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"113","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0086.bmp","","1515.0086.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:18","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"114","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0087.bmp","","1515.0087.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:18","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"115","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0088.bmp","","1515.0088.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:18","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"116","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0089.bmp","","1515.0089.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:18","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"117","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0090.bmp","","1515.0090.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:18","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"118","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0091.bmp","","1515.0091.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:18","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"119","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0092.bmp","","1515.0092.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:18","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"120","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0093.bmp","","1515.0093.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:18","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"121","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0094.bmp","","1515.0094.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:18","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"122","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0095.bmp","","1515.0095.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:18","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"123","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0096.bmp","","1515.0096.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:18","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"124","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0097.bmp","","1515.0097.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:18","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"125","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0098.bmp","","1515.0098.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:18","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"127","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0099.bmp","","1515.0099.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:18","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"129","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0100.bmp","","1515.0100.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:18","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"130","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0101.bmp","","1515.0101.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:18","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"131","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0102.bmp","","1515.0102.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:18","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"132","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0103.bmp","","1515.0103.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:18","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"133","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0104.bmp","","1515.0104.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:18","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"134","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0105.bmp","","1515.0105.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:18","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"135","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0106.bmp","","1515.0106.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:18","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"136","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0107.bmp","","1515.0107.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:18","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"137","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0108.bmp","","1515.0108.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:18","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"138","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0109.bmp","","1515.0109.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:18","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"139","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0110.bmp","","1515.0110.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:18","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"140","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0111.bmp","","1515.0111.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:18","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"141","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0112.bmp","","1515.0112.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:18","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"142","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0113.bmp","","1515.0113.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:18","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"143","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0114.bmp","","1515.0114.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:18","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"144","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0115.bmp","","1515.0115.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:18","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"145","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0116.bmp","","1515.0116.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:18","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"146","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0117.bmp","","1515.0117.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:18","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"147","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0118.bmp","","1515.0118.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:18","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"148","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0119.bmp","","1515.0119.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:18","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"149","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0120.bmp","","1515.0120.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:18","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"150","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0121.bmp","","1515.0121.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:18","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"151","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0122.bmp","","1515.0122.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:18","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"152","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0123.bmp","","1515.0123.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:18","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"153","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0124.bmp","","1515.0124.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:18","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"154","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0125.bmp","","1515.0125.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:18","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"155","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0126.bmp","","1515.0126.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:18","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"156","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0127.bmp","","1515.0127.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:18","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"157","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0128.bmp","","1515.0128.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:18","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"159","19","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/a_1210%20-%20HC%20z%20-%201515fps/1515.0129.bmp","","1515.0129.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:10:18","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
